id,job_title,rating,company_name,work_site,work_site_catagory,contract_type,salary,city,state,min_salary,max_salary,salary_type,average_salary,yearly_salary,Category,Range
374,Data Digital Transformation Lead,4.0,Holland America Line Inc,"On-Site,Remote",1.0,Full-Time,N/A,Miami,FL,,,,,,,
375,"Senior-Staff Machine Learning, Responsible AI, Gen AI, Engineer",3.8,Saab Inc.,Remote,2.0,Full-Time,"$154,300 - $204,500 a year",,,154300.0,204500.0,per year,179400.0,179400.0,4.0,$150001 - $200000
377,"Senior Evaluation Analyst, Population Health Division",3.9,Altarum,Remote,2.0,Full-Time,N/A,,,,,,,,,
378,"Applied Scientist, International Seller Services",3.5,Amazon.com Services LLC,"On-Site,Remote",1.0,Full-Time,N/A,Austin,TX,,,,,,,
379,Data Engineer II - Argentina / Mexico,,Syneos - Clinical and Corporate - Prod,Remote,2.0,Full-Time,N/A,,,,,,,,,
380,Senior Engineer - Generative AI Product Engineering (Remote-Eligible),3.9,Capital One,"On-Site,Remote",1.0,Full-Time,N/A,McLean,VA,,,,,,,
381,Senior Product Manager Data & Analytics (US Remote),3.4,IntelePeer,"On-Site,Remote",1.0,Full-Time,"$160,000 - $170,000 a year",Dania Beach,FL,160000.0,170000.0,per year,165000.0,165000.0,4.0,$150001 - $200000
382,Planner,3.8,Amentum,Remote,2.0,Full-Time,N/A,,,,,,,,,
383,"Lead Quantitative Analyst, Global Product",3.6,T. Rowe Price,"On-Site,Remote",1.0,Full-Time,N/A,Baltimore,MD,,,,,,,
384,Sr Marketing Data Analyst (Mobile Apps),,Ad Hoc Labs,Remote,2.0,Full-Time,N/A,,,,,,,,,
385,Lead Generative AI Machine Learning Engineer - Remote (NBMBAA Conference),3.9,S&P Global,"On-Site,Remote",1.0,Full-Time,"$108,000 - $210,000 a year",Washington,DC,108000.0,210000.0,per year,159000.0,159000.0,4.0,$150001 - $200000
386,Principal Engineer - Gen AI Security Test Architect(Remote Or Hybrid),3.5,Target,"On-Site,Remote",1.0,Full-Time,"$144,400 - $311,900 a year - Full-time",Minneapolis,MN,144400.0,311900.0,per year,228150.0,228150.0,5.0,$200001 - $250000
388,"Senior Machine Learning Engineer, Financial Crimes (Cash App)",3.8,Afterpay,Remote,2.0,Full-Time,"$139,000 - $233,200 a year - Full-time",,,139000.0,233200.0,per year,186100.0,186100.0,4.0,$150001 - $200000
392,"Lead Algorithm/Data Architect, Artificial Intelligence - USA Remote",3.6,Beckman Coulter Diagnostics,"On-Site,Remote",1.0,Full-Time,"$150,000 - $170,000 a year - Full-time",New York,NY,150000.0,170000.0,per year,160000.0,160000.0,4.0,$150001 - $200000
393,"Senior Manager, Artificial Intelligence- Key Technology, Operations & Services",3.5,KeyBank,Remote,2.0,Full-Time,"$110,000 - $206,000 a year - Full-time",,,110000.0,206000.0,per year,158000.0,158000.0,4.0,$150001 - $200000
394,Principal Software Engineer,4.0,"GitHub, Inc.",Remote,2.0,Full-Time,"$134,800 - $357,500 a year - Full-time",,,134800.0,357500.0,per year,246150.0,246150.0,5.0,$200001 - $250000
395,Principal Statistical Programmer,3.7,Vertex Pharmaceuticals,"On-Site,Remote",1.0,Full-Time,N/A,Boston,MA,,,,,,,
396,Founding Engineer - AI & Compute,,deCircle,"On-Site,Remote",1.0,Full-Time,N/A,San Francisco,CA,,,,,,,
397,Sr Staff Algorithm Engineer,3.3,Dexcom,Remote,2.0,Full-Time,"$156,400 - $260,600 a year",,,156400.0,260600.0,per year,208500.0,208500.0,5.0,$200001 - $250000
398,"Director, Business Intelligence Analytics",,"International Data Group, Inc.","On-Site,Remote",1.0,Full-Time,"$170,000 - $200,000 a year - Full-time",Needham,MA,170000.0,200000.0,per year,185000.0,185000.0,4.0,$150001 - $200000
399,Perception Software Engineer - ML Ops,3.7,Forterra,Remote,2.0,Full-Time,"$115,000 - $190,000 a year - Full-time",,,115000.0,190000.0,per year,152500.0,152500.0,4.0,$150001 - $200000
400,Lead Software Machine Learning Engineer - Anomaly Detection (Remote),3.4,New Relic,"On-Site,Remote",1.0,Full-Time,"$180,000 - $225,000 a year",Atlanta,GA,180000.0,225000.0,per year,202500.0,202500.0,5.0,$200001 - $250000
401,State Product Manager,3.6,Tower Hill Insurance Group LLC,"On-Site,Remote",1.0,Full-Time,N/A,Irving,TX,,,,,,,
402,Lead Data Solutions Engineer - GenAI/ML/LLM (Hybrid or Remote),3.9,S&P Global,"On-Site,Remote",1.0,Full-Time,"$90,000 - $200,000 a year",University of Richmond,VA,90000.0,200000.0,per year,145000.0,145000.0,3.0,$100001 - $150000
403,Senior Machine Learning Engineer,,United Talent Agency (UTA),Remote,2.0,Full-Time,"$160,000 - $180,000 a year - Full-time",,,160000.0,180000.0,per year,170000.0,170000.0,4.0,$150001 - $200000
404,"Manager, IT Business Solutions Delivery",3.7,Infor,Remote,2.0,Full-Time,N/A,,,,,,,,,
405,Director of Clinical AI/NLP Search,,Deep 6 AI,"On-Site,Remote",1.0,Full-Time,"$250,000 - $310,000 a year - Full-time",Pasadena,CA,250000.0,310000.0,per year,280000.0,280000.0,6.0,$250001 - $300000
407,Senior Big Data Hadoop ML Engineer (GCP),3.6,Rackspace,Remote,2.0,Full-Time,"$116,100 - $198,440 a year - Full-time",,,116100.0,198440.0,per year,157270.0,157270.0,4.0,$150001 - $200000
408,"Solution Consultant, Principal - Financials",3.7,Infor,Remote,2.0,Full-Time,N/A,,,,,,,,,
409,Logisitics Network Engineer,3.9,Logistics Management Institute,Remote,2.0,Full-Time,N/A,,,,,,,,,
410,Senior Machine Learning Engineer,,Canoe Intelligence,"On-Site,Remote",1.0,Full-Time,"$140,000 - $210,000 a year",New York,NY,140000.0,210000.0,per year,175000.0,175000.0,4.0,$150001 - $200000
411,Software Engineer II,3.3,Brightway Insurance,"On-Site,Remote",1.0,Full-Time,N/A,Jacksonville,FL,,,,,,,
412,Senior Product Manager,3.9,S&P Global,"On-Site,Remote",1.0,Full-Time,"$82,872.00 - $145,540.50 a year",Albany,NY,82872.0,145540.5,per year,114206.25,114206.25,3.0,$100001 - $150000
413,Product Operations Lead - Member Experience,3.9,Netflix,"On-Site,Remote",1.0,Full-Time,"$120,000 - $515,000 a year - Full-time",Los Gatos,CA,120000.0,515000.0,per year,317500.0,317500.0,7.0,$300001 - $400000
414,Channel Sales Technical Specialist,2.5,Digital Science,Remote,2.0,Full-Time,N/A,,,,,,,,,
415,Principal Machine Learning Engineer,3.3,Orbis,Remote,2.0,Full-Time,"$250,000 - $315,000 a year",,,250000.0,315000.0,per year,282500.0,282500.0,6.0,$250001 - $300000
416,Principal AI/ML Engineer - Remote,,Optum,"On-Site,Remote",1.0,Full-Time,"$122,100 - $234,700 a year",Minnetonka,MN,122100.0,234700.0,per year,178400.0,178400.0,4.0,$150001 - $200000
417,Sr. Analyst (Anaplan Model Builder & Finance Systems),3.7,"Alteryx, Inc.",Remote,2.0,Full-Time,N/A,,,,,,,,,
418,"Solution Architect, Senior - Workforce Management Solutions",3.7,Infor,Remote,2.0,Full-Time,N/A,,,,,,,,,
419,"Senior Manager, Portfolio Analytics",4.0,Tala,Remote,2.0,Full-Time,"$150,000 - $175,000 a year - Full-time",,,150000.0,175000.0,per year,162500.0,162500.0,4.0,$150001 - $200000
420,Asset Management Subject Matter Expert,3.9,ManTech,Remote,2.0,Full-Time,"$130,500 - $217,500 a year - Full-time",,,130500.0,217500.0,per year,174000.0,174000.0,4.0,$150001 - $200000
422,Senior AI Taxonomy Engineer,4.0,"Red Hat, Inc.","On-Site,Remote",1.0,Full-Time,"$118,840 - $196,070 a year - Full-time",Boston,MA,118840.0,196070.0,per year,157455.0,157455.0,4.0,$150001 - $200000
423,Staff Cloud Engineer,3.2,CVS Health,"On-Site,Remote",1.0,Full-Time,"$130,295 - $267,800 a year - Full-time",Trenton,NJ,130295.0,267800.0,per year,199047.5,199047.5,4.0,$150001 - $200000
424,Big Data Integration Engineer,4.1,KBR,"On-Site,Remote",1.0,Full-Time,N/A,Boston,MA,,,,,,,
425,"Sr. Manager, Market Access Advanced Analytics (Remote)",3.5,Jazz Pharmaceuticals,"On-Site,Remote",1.0,Full-Time,"$128,000 - $192,000 a year",Philadelphia,PA,128000.0,192000.0,per year,160000.0,160000.0,4.0,$150001 - $200000
426,"AVP, Marketing Advanced Analytics",,DIRECTV,"On-Site,Remote",1.0,Full-Time,"$187,340 - $340,170 a year",El Segundo,CA,187340.0,340170.0,per year,263755.0,263755.0,6.0,$250001 - $300000
427,"Senior Scientist Microscopy/Biology with experience in Machine Learning - Remote, Eastern, US or Toronto",,Sartorius,"On-Site,Remote",1.0,Full-Time,"$140,000 - $170,000 a year",New York,NY,140000.0,170000.0,per year,155000.0,155000.0,4.0,$150001 - $200000
428,Senior Data Scientist – Underwriting Innovation & Product Analytics (Remote),3.7,Thrivent,Remote,2.0,Full-Time,"$140,056 - $189,487 a year - Full-time",,,140056.0,189487.0,per year,164771.5,164771.5,4.0,$150001 - $200000
429,Senior Spotfire Developer,3.2,USDM Life Sciences,Remote,2.0,Full-Time,$50 - $58 an hour - Full-time,,,50.0,58.0,per hour,54.0,112320.0,3.0,$100001 - $150000
430,Senior Machine Learning Engineer,3.9,Atlassian,"On-Site,Remote",1.0,Full-Time,N/A,Seattle,WA,,,,,,,
431,Senior Machine Learning Engineer (Remote*),,Office Depot,"On-Site,Remote",1.0,Full-Time,N/A,Boca Raton,FL,,,,,,,
432,Senior Software Engineer,,Teaching Lab,Remote,2.0,Full-Time,"$125,000 - $189,074 a year - Full-time",,,125000.0,189074.0,per year,157037.0,157037.0,4.0,$150001 - $200000
437,"Principal Investigator to Director Machine, Learning Engineer",3.7,Incyte Corporation,Remote,2.0,Full-Time,N/A,,,,,,,,,
438,Principal Machine Learning Engineer,3.8,ServiceTitan,Remote,2.0,Full-Time,"$226,000 - $323,000 a year - Full-time",,,226000.0,323000.0,per year,274500.0,274500.0,6.0,$250001 - $300000
439,Senior Data Scientist (Data Analytics),3.3,Steampunk,"On-Site,Remote",1.0,Full-Time,"$110,000 - $130,000 a year",El Paso,TX,110000.0,130000.0,per year,120000.0,120000.0,3.0,$100001 - $150000
440,"Principal Engineer, ML/AI Platform",,Credit Acceptance,Remote,2.0,Full-Time,"$243,000 - $417,000 a year",,,243000.0,417000.0,per year,330000.0,330000.0,7.0,$300001 - $400000
441,Senior Data Engineer – Analytics & Actuarial (SQL/OLAP Cube/ETL/Python) – Property Insurance,,Kingstone Insurance,Remote,2.0,Full-Time,"$95,000 - $140,000 a year",,,95000.0,140000.0,per year,117500.0,117500.0,3.0,$100001 - $150000
442,Cloud Operations Analyst,3.9,ManTech,Remote,2.0,Full-Time,"$90,200 - $149,600 a year - Full-time",,,90200.0,149600.0,per year,119900.0,119900.0,3.0,$100001 - $150000
443,Generative AI & Business Application Lead (Engineer Machine Learning 4),3.7,HII,"On-Site,Remote",1.0,Full-Time,"$137,510 - $206,000 a year - Full-time",Washington,DC,137510.0,206000.0,per year,171755.0,171755.0,4.0,$150001 - $200000
444,"Sr Consultant - Commercial Solutions & Insights Hub (CSIH), Analytics Pillar",3.7,IQVIA,Remote,2.0,Full-Time,"$127,200 - $233,300 a year - Full-time",,,127200.0,233300.0,per year,180250.0,180250.0,4.0,$150001 - $200000
445,Principal Consultant - Statistical Analysis,3.3,Ameresco,Remote,2.0,Full-Time,N/A,,,,,,,,,
446,Director - Chemical Scenario Research & Analytics,3.9,Dow Jones,"On-Site,Remote",1.0,Full-Time,"$100,000 - $250,000 a year",Houston,TX,100000.0,250000.0,per year,175000.0,175000.0,4.0,$150001 - $200000
447,"Director, Analytics Innovation & Automation",,KORNFERRY,Remote,2.0,Full-Time,N/A,,,,,,,,,
448,Senior Healthcare Analytics Developer and Lead,3.6,Abt Global,"On-Site,Remote",1.0,Full-Time,"$140,000 - $200,000 a year - Full-time",Rockville,MD,140000.0,200000.0,per year,170000.0,170000.0,4.0,$150001 - $200000
449,Sr Analyst IT Security Threat (Threat Hunter),3.2,Medline Industries,Remote,2.0,Full-Time,N/A,,,,,,,,,
450,Data Architect Lead,3.9,ManTech,Remote,2.0,Full-Time,"$111,400 - $185,700 a year - Full-time",,,111400.0,185700.0,per year,148550.0,148550.0,3.0,$100001 - $150000
452,Data Architect Manager,4.0,Origami Risk LLC,Remote,2.0,Full-Time,"$146,915 - $175,000 a year - Full-time",,,146915.0,175000.0,per year,160957.5,160957.5,4.0,$150001 - $200000
453,Senior Director of R&D Analytics,3.6,MongoDB,"On-Site,Remote",1.0,Full-Time,"$171,000 - $336,000 a year",New York,NY,171000.0,336000.0,per year,253500.0,253500.0,6.0,$250001 - $300000
454,AI Engineer - Clearance Required,3.9,Logistics Management Institute,"On-Site,Remote",1.0,Full-Time,N/A,Tysons,VA,,,,,,,
455,Oracle Fusion Reporting Analyst II - REMOTE,3.2,Lifepoint Health Support Center,"On-Site,Remote",1.0,Full-Time,N/A,Brentwood,TN,,,,,,,
456,"Lead Consultant, Machine Learning Engineer (Level III)",,Lovelytics,Remote,2.0,Full-Time,N/A,,,,,,,,,
457,Manager AI Strategy,3.9,Flex LTD,"On-Site,Remote",1.0,Full-Time,"$92,100 - $126,600 a year - Full-time",Milpitas,CA,92100.0,126600.0,per year,109350.0,109350.0,3.0,$100001 - $150000
458,Senior Data Scientist & Assessment Scoring Engineer,,KORNFERRY,Remote,2.0,Full-Time,N/A,,,,,,,,,
459,Lead AI Architect,3.2,CNO Financial Group,"On-Site,Remote",1.0,Full-Time,"$136,600 - $204,800 a year - Full-time",Carmel,IN,136600.0,204800.0,per year,170700.0,170700.0,4.0,$150001 - $200000
460,"Lead Engineer, AI and ML Platform",3.7,Sephora,"On-Site,Remote",1.0,Full-Time,"$181,440 - $201,600 a year - Full-time",San Francisco,CA,181440.0,201600.0,per year,191520.0,191520.0,4.0,$150001 - $200000
461,Senior Enterprise Account Executive - Strategic Accounts (NA),,Comet ML,Remote,2.0,Full-Time,"$100,000 a year",,,100000.0,,per year,100000.0,100000.0,2.0,$50001 - $100000
462,"Sr AI Engineer (Python, Azure, AI)(Remote)",3.3,Commonwealth Care Alliance,"On-Site,Remote",1.0,Full-Time,N/A,Boston,MA,,,,,,,
463,"Manager, RWE Programming - Real World Evidence",3.8,"Daiichi Sankyo, Inc.",Remote,2.0,Full-Time,N/A,,,,,,,,,
464,"Manager, Solutions Architect - Healthcare & Life Sciences",3.0,Databricks,"On-Site,Remote",1.0,Full-Time,"$178,900 - $316,300 a year",New York,NY,178900.0,316300.0,per year,247600.0,247600.0,5.0,$200001 - $250000
465,"Research Fellow, Legal Data Lab, School of Law",4.1,University of Virginia,"On-Site,Remote",1.0,Full-Time,"$60,000 a year - Full-time",Charlottesville,VA,60000.0,,per year,60000.0,60000.0,2.0,$50001 - $100000
467,"Software Engineer Senior Principal, Machine Learning (Remote)",,Home Depot / THD,"On-Site,Remote",1.0,Full-Time,"$170,000 - $240,000 a year",Atlanta,GA,170000.0,240000.0,per year,205000.0,205000.0,5.0,$200001 - $250000
468,Practice Intelligence Senior Data Scientist,3.3,Ogletree Deakins,"On-Site,Remote",1.0,Full-Time,"$80,640 - $134,000 a year - Full-time",Greenville,SC,80640.0,134000.0,per year,107320.0,107320.0,3.0,$100001 - $150000
469,Data Architect - Platform,,Enterra Solutions,Remote,2.0,Full-Time,N/A,,,,,,,,,
470,Senior Manager for CBP Intelligence & Investi,,Council For Logistics Research Inc,"On-Site,Remote",1.0,Full-Time,N/A,Washington,DC,,,,,,,
471,Senior Engineering Manager,4.0,"GitHub, Inc.",Remote,2.0,Full-Time,"$104,400 - $276,900 a year - Full-time",,,104400.0,276900.0,per year,190650.0,190650.0,4.0,$150001 - $200000
472,Platform Consultant,3.6,Verint Systems Inc.,Remote,2.0,Full-Time,"$100,000 - $140,000 a year",,,100000.0,140000.0,per year,120000.0,120000.0,3.0,$100001 - $150000
473,Principal Machine Learning Engineer,2.5,The RealReal,"On-Site,Remote",1.0,Full-Time,"$249,734 - $277,482 a year - Full-time",Bellflower,CA,249734.0,277482.0,per year,263608.0,263608.0,6.0,$250001 - $300000
474,Training Range Engineer,3.7,Isys Technologies,"On-Site,Remote",1.0,Full-Time,"$115,000 - $140,000 a year - Full-time",Schriever AFB,CO,115000.0,140000.0,per year,127500.0,127500.0,3.0,$100001 - $150000
482,Statistician: Mid-Senior level,,Valos,Remote,2.0,Full-Time,N/A,,,,,,,,,
483,AZURE AI CERTIFIED Senior Developer,4.1,Intone Networks,Remote,2.0,Contract,N/A,,,,,,,,,
484,Senior Actuarial Analyst,2.8,Lemonade Insurance Company,Remote,2.0,Full-Time,"$110,000 - $130,000 a year - Full-time",,,110000.0,130000.0,per year,120000.0,120000.0,3.0,$100001 - $150000
485,Applied Mathematician,3.3,Quad,Remote,2.0,Full-Time,N/A,,,,,,,,,
486,Principal Machine Learning Engineer,4.0,"Red Hat, Inc.","On-Site,Remote",1.0,Full-Time,"$163,420 - $269,640 a year - Full-time",Boston,MA,163420.0,269640.0,per year,216530.0,216530.0,5.0,$200001 - $250000
487,Senior Software Engineer-AI/ML,,SCIGON,Remote,2.0,Full-Time,N/A,,,,,,,,,
488,Clinical Data Scientist - Registered Nurse Only,3.8,B. Braun Medical Inc.,"On-Site,Remote",1.0,Full-Time,"$79,022 - $98,777 a year - Full-time",Bethlehem,PA,79022.0,98777.0,per year,88899.5,88899.5,2.0,$50001 - $100000
489,Senior Software Developer AI/Machine Learning,3.4,ICF,"On-Site,Remote",1.0,Full-Time,"$92,986 - $158,076 a year - Full-time",Reston,VA,92986.0,158076.0,per year,125531.0,125531.0,3.0,$100001 - $150000
490,"Senior Field Engineer, East Region",2.3,Dataiku,Remote,2.0,Full-Time,"$220,000 - $235,000 a year",,,220000.0,235000.0,per year,227500.0,227500.0,5.0,$200001 - $250000
491,"Principal Engineer, Performance Tuning",3.9,Okta,Remote,2.0,Full-Time,"$188,000 - $316,000 a year - Full-time",,,188000.0,316000.0,per year,252000.0,252000.0,6.0,$250001 - $300000
492,Senior Data Operations Programmer - US / Canada,,PHASTAR,Remote,2.0,Full-Time,N/A,,,,,,,,,
493,Data Solution Architect,3.3,Steampunk,"On-Site,Remote",1.0,Full-Time,N/A,McLean,VA,,,,,,,
494,Senior Decision Support Engineer,4.4,St. Jude Children's Research Hospital,"On-Site,Remote",1.0,Full-Time,"$86,320 - $154,960 a year",Memphis,TN,86320.0,154960.0,per year,120640.0,120640.0,3.0,$100001 - $150000
497,"Sr. Manager, Data & Analytics Engineering",2.4,Driven Brands,"On-Site,Remote",1.0,Full-Time,N/A,Charlotte,NC,,,,,,,
498,Senior Agile Engineer - Remote (Typescript / AWS),3.1,Copeland,Remote,2.0,Full-Time,"$135,605 - $167,350 a year - Full-time",,,135605.0,167350.0,per year,151477.5,151477.5,4.0,$150001 - $200000
499,"Manager, AI System Infrastructure and MLOps Engineering",4.6,Chan Zuckerberg Initiative,"On-Site,Remote",1.0,Full-Time,"$214,000 - $321,000 a year",Redwood City,CA,214000.0,321000.0,per year,267500.0,267500.0,6.0,$250001 - $300000
500,Senior Product Analyst – Medicare Beneficiary Benefits & Claims Validation,3.8,Softrams,Remote,2.0,Full-Time,N/A,,,,,,,,,
501,"Senior Analyst / Principal Analyst, Clean Energy Policy",3.6,Constellation Energy,"On-Site,Remote",1.0,Full-Time,"$104,400 - $137,000 a year",Baltimore,MD,104400.0,137000.0,per year,120700.0,120700.0,3.0,$100001 - $150000
502,Underwriting Consultant,3.7,MASSMUTUAL,"On-Site,Remote",1.0,Full-Time,"$110,400 - $144,900 a year",Springfield,MA,110400.0,144900.0,per year,127650.0,127650.0,3.0,$100001 - $150000
503,Databricks Engineer,3.1,Acuity INC,"On-Site,Remote",1.0,Full-Time,N/A,Crystal City,VA,,,,,,,
504,Senior Software Engineer - AI/ML,4.0,eBay,"On-Site,Remote",1.0,Full-Time,"$135,200 - $205,700 a year - Full-time",San Jose,CA,135200.0,205700.0,per year,170450.0,170450.0,4.0,$150001 - $200000
505,Senior AI/ML Engineer,3.3,CTI,Remote,2.0,Full-Time,N/A,,,,,,,,,
506,Sr Systems Engineer,4.1,SAS,"On-Site,Remote",1.0,Full-Time,N/A,Cary,NC,,,,,,,
507,"Sr Distinguished Engineer, Generative AI Systems - (Remote- Eligible)",3.9,Capital One,"On-Site,Remote",1.0,Full-Time,N/A,McLean,VA,,,,,,,
508,BI Architect,3.9,Schneider Electric,"On-Site,Remote",1.0,Full-Time,N/A,Dallas,TX,,,,,,,
509,Senior Search Marketing Strategist,3.1,iQuanti,"On-Site,Remote",1.0,Full-Time,"$117,042 a year - Full-time",Jersey City,NJ,117042.0,,per year,117042.0,117042.0,3.0,$100001 - $150000
510,Lead Machine Learning Engineer,3.3,Smarsh,Remote,2.0,Full-Time,"$150,000 - $170,000 a year - Full-time",N/A,,150000.0,170000.0,per year,160000.0,160000.0,4.0,$150001 - $200000
513,Senior Sales Engineer - AI Solutions,3.4,Data Direct Networks,"On-Site,Remote",1.0,Full-Time,N/A,Chicago,IL,,,,,,,
514,Senior Director Of Analytics,3.6,Abt Global,"On-Site,Remote",1.0,Full-Time,"$194,000 - $220,000 a year - Full-time",Rockville,MD,194000.0,220000.0,per year,207000.0,207000.0,5.0,$200001 - $250000
515,Cloud Systems Engineer-Clearance Required,3.9,Logistics Management Institute,Remote,2.0,Full-Time,N/A,,,,,,,,,
516,Data Architect/Principal Data Engineer,3.0,Scribd,Remote,2.0,Full-Time,"$158,000 - $282,000 a year - Full-time",,,158000.0,282000.0,per year,220000.0,220000.0,5.0,$200001 - $250000
517,Business Development Director | Analytics,,Archetype,"On-Site,Remote",1.0,Full-Time,N/A,Boston,MA,,,,,,,
518,Sr. Solutions Architect - DNB,3.0,Databricks,"On-Site,Remote",1.0,Full-Time,"$169,000 - $299,000 a year",West,TX,169000.0,299000.0,per year,234000.0,234000.0,5.0,$200001 - $250000
519,Senior Data Scientist,3.9,ManTech,"On-Site,Remote",1.0,Full-Time,"$99,200 - $164,600 a year - Full-time",Sterling,VA,99200.0,164600.0,per year,131900.0,131900.0,3.0,$100001 - $150000
520,Senior Analytics Visualization Developer - CDH - Remote,,Mayo Clinic,"On-Site,Remote",1.0,Full-Time,"$102,772.80 - $143,873.60 a year",Rochester,MN,102772.8,143873.6,per year,123323.20000000001,123323.20000000001,3.0,$100001 - $150000
521,Senior Data Scientist III,3.7,Risk Solutions,"On-Site,Remote",1.0,Full-Time,N/A,Alpharetta,GA,,,,,,,
522,Senior Developer - PS Innovations,3.7,Genesys,Remote,2.0,Full-Time,N/A,,,,,,,,,
523,Principal Machine Learning Engineer.,3.6,Western Governors University,"On-Site,Remote",1.0,Full-Time,"$197,000 - $305,300 a year - Full-time",Salt Lake City,UT,197000.0,305300.0,per year,251150.0,251150.0,6.0,$250001 - $300000
524,Senior Lead Tax Analyst,3.7,"Vertex, Inc.",Remote,2.0,Full-Time,N/A,,,,,,,,,
525,Information Systems Security Manager - Clearance Required,3.9,Logistics Management Institute,Remote,2.0,Full-Time,N/A,,,,,,,,,
527,"Senior Decision Scientist, US 2024",,Aimpoint Digital,Remote,2.0,Full-Time,N/A,,,,,,,,,
528,"Senior Machine Learning Engineer, Identity - ML Platform",3.6,Cash App,"On-Site,Remote",1.0,Full-Time,"$139,000 - $233,200 a year - Full-time",San Francisco,CA,139000.0,233200.0,per year,186100.0,186100.0,4.0,$150001 - $200000
529,Manager Machine Learning Operations,4.5,Work from Home,"On-Site,Remote",1.0,Full-Time,N/A,Nashville,TN,,,,,,,
530,Senior Machine Learning Platform Engineer,,Stability AI,"On-Site,Remote",1.0,Full-Time,"$130,000 - $190,000 a year",New York,NY,130000.0,190000.0,per year,160000.0,160000.0,4.0,$150001 - $200000
531,Azure AI Architect,3.4,Coretek Services,Remote,2.0,Full-Time,N/A,,,,,,,,,
532,Senior/Principal Statistical Programmer,4.0,Katalyst Healthcares & Life Sciences,"On-Site,Remote",1.0,Contract,N/A,South Plainfield,NJ,,,,,,,
533,"Principal Engineer, Image Processing",,BlackSky,"On-Site,Remote",1.0,Full-Time,"$180,000 - $220,000 a year - Full-time",Seattle,WA,180000.0,220000.0,per year,200000.0,200000.0,4.0,$150001 - $200000
534,Manager - Analytics Consulting (Insurance),3.9,Tiger Analytics,"On-Site,Remote",1.0,Full-Time,N/A,Chicago,IL,,,,,,,
535,Sr. Manager/AD - BI Strategy and Consulting,3.9,Tiger Analytics,"On-Site,Remote",1.0,Full-Time,N/A,Nashville,TN,,,,,,,
536,Senior Data Scientist - Partial Telework,,GliaCell Technologies,"On-Site,Remote",1.0,Full-Time,"$170,000 - $260,000 a year - Full-time",Annapolis Junction,MD,170000.0,260000.0,per year,215000.0,215000.0,5.0,$200001 - $250000
537,Senior Research Engineer,,CloudZero,Remote,2.0,Full-Time,N/A,,,,,,,,,
538,Senior Machine Learning Engineer - Underwriting & Credit,3.6,Cash App,"On-Site,Remote",1.0,Full-Time,"$168,300 - $297,000 a year - Full-time",San Francisco,CA,168300.0,297000.0,per year,232650.0,232650.0,5.0,$200001 - $250000
539,Sr. Machine Learning Engineer - WFHMD - 1530,4.5,Global InfoTek Inc,"On-Site,Remote",1.0,Full-Time,N/A,Reston,VA,,,,,,,
540,Lead AI Architect,4.5,Work from Home,"On-Site,Remote",1.0,Full-Time,N/A,Nashville,TN,,,,,,,
542,ServiceNow Architect (Principal or I),4.4,St. Jude Children's Research Hospital,"On-Site,Remote",1.0,Full-Time,"$125,840 - $238,160 a year - Full-time",Memphis,TN,125840.0,238160.0,per year,182000.0,182000.0,4.0,$150001 - $200000
543,"Senior Sales Engineer, East",2.3,Dataiku Misc Postings,"On-Site,Remote",1.0,Full-Time,"$150,000 - $190,000 a year",Boston,MA,150000.0,190000.0,per year,170000.0,170000.0,4.0,$150001 - $200000
544,"Sr. Manager, Marketing Activation Sciences",4.0,General Motors,Remote,2.0,Full-Time,N/A,,,,,,,,,
545,"Senior Software Engineer, Edge/IoT",3.0,Utilidata,Remote,2.0,Full-Time,"$135,000 - $165,000 a year - Full-time",,,135000.0,165000.0,per year,150000.0,150000.0,3.0,$100001 - $150000
546,Sr Cost Estimator Associate,4.0,Quantech Services,Remote,2.0,Full-Time,N/A,,,,,,,,,
547,Senior Director of Product Analytics and Design Research,,Ascension,Remote,2.0,Full-Time,N/A,,,,,,,,,
548,"Senior Machine Learning Scientist - Microscopy/Biology (Lead)- Hybrid - Ann Arbor, MI",,Sartorius,Remote,2.0,Full-Time,"$140,000 - $170,000 a year",,,140000.0,170000.0,per year,155000.0,155000.0,4.0,$150001 - $200000
549,Senior Solutions Architect (AI/ML) (RapidScale),,Cox Communications,"On-Site,Remote",1.0,Full-Time,"$123,800 - $185,600 a year",Raleigh,NC,123800.0,185600.0,per year,154700.0,154700.0,4.0,$150001 - $200000
550,"Senior Manager, Machine Learning Engineering",2.7,Xometry Inc,"On-Site,Remote",1.0,Full-Time,N/A,Austin,TX,,,,,,,
551,Principal Engineer - ML,4.0,Ninety,Remote,2.0,Full-Time,N/A,,,,,,,,,
552,Sr. Lead Application Security Engineer - Generative AI (Remote),3.9,S&P Global,"On-Site,Remote",1.0,Full-Time,"$130,000 - $230,000 a year",University of Richmond,VA,130000.0,230000.0,per year,180000.0,180000.0,4.0,$150001 - $200000
553,Sales Engineer (East Coast - Remote),,Acceldata,"On-Site,Remote",1.0,Full-Time,N/A,Kitchener,MS,,,,,,,
554,Senior Software Engineer,3.5,Torch.AI,"On-Site,Remote",1.0,Full-Time,N/A,Leawood,KS,,,,,,,
555,Senior Engineering Manager -- Teamwork Knowledge Graph AI,3.9,Atlassian,"On-Site,Remote",1.0,Full-Time,"$170,800 - $274,300 a year - Full-time",Mountain View,CA,170800.0,274300.0,per year,222550.0,222550.0,5.0,$200001 - $250000
